note_on,time,velocity,instrument,duration
98,65.72727272727272,123,drums,0.10000000000000853
98,65.87727272727273,14,drums,0.09999999999999432
98,66.02727272727273,127,drums,0.09999999999999432
98,66.175,73,drums,0.09999999999999432
98,66.325,23,drums,0.09999999999999432
98,66.48636363636363,16,drums,0.09999999999999432
98,66.625,127,drums,0.09999999999999432
98,66.7840909090909,54,drums,0.09999999999999432
98,66.92272727272727,109,drums,0.09999999999999432
98,67.08181818181818,15,drums,0.09999999999999432
98,67.23181818181818,21,drums,0.09999999999999432
98,67.38181818181818,18,drums,0.10000000000000853
98,67.52045454545454,127,drums,0.09999999999999432
98,67.67954545454545,68,drums,0.10000000000000853
98,67.82954545454545,15,drums,0.09999999999999432
98,67.97954545454544,127,drums,0.10000000000000853
98,68.12727272727273,127,drums,0.09999999999999432
98,68.28863636363636,14,drums,0.10000000000000853
98,68.42727272727272,127,drums,0.10000000000000853
98,68.58636363636363,50,drums,0.10000000000000853
98,68.73636363636363,22,drums,0.09999999999999432
98,68.88636363636363,16,drums,0.10000000000000853
98,69.02499999999999,127,drums,0.10000000000000853
98,69.18409090909091,67,drums,0.09999999999999432
98,69.32272727272726,107,drums,0.10000000000000853
98,69.47272727272727,127,drums,0.09999999999999432
98,69.63181818181818,38,drums,0.10000000000000853
98,69.78181818181818,17,drums,0.09999999999999432
98,69.92954545454545,127,drums,0.10000000000000853
98,70.52727272727273,127,drums,0.09999999999999432
98,71.125,127,drums,0.09999999999999432
98,72.32954545454545,127,drums,0.09999999999999432
98,72.49090909090908,49,drums,0.10000000000000853
98,72.55454545454545,24,drums,0.036363636363645924
98,72.64090909090909,25,drums,0.013636363636365445
98,72.77954545454546,127,drums,0.09999999999999432
98,72.92727272727272,127,drums,0.09999999999999432
98,73.08863636363635,15,drums,0.10000000000000853
98,73.22727272727272,127,drums,0.10000000000000853
98,73.38636363636363,70,drums,0.10000000000000853
98,73.53636363636363,17,drums,0.09999999999999432
98,73.68636363636364,12,drums,0.09999999999999432
98,73.8340909090909,127,drums,0.10000000000000853
98,73.98409090909091,69,drums,0.09999999999999432
98,74.1340909090909,111,drums,0.10000000000000853
98,74.29318181818182,14,drums,0.09999999999999432
98,74.43181818181817,22,drums,0.10000000000000853
98,74.5909090909091,17,drums,0.09999999999999432
98,74.72954545454544,127,drums,0.10000000000000853
98,74.89090909090909,59,drums,0.09999999999999432
98,75.04090909090908,18,drums,0.10000000000000853
98,75.17954545454545,127,drums,0.10000000000000853
98,75.33863636363635,122,drums,0.10000000000000853
98,75.48863636363636,13,drums,0.09999999999999432
98,75.63636363636363,127,drums,0.10000000000000853
98,75.78636363636363,71,drums,0.09999999999999432
98,75.93636363636364,22,drums,0.09999999999999432
98,76.08636363636363,14,drums,0.10000000000000853
98,76.23409090909091,127,drums,0.09999999999999432
98,76.39545454545454,56,drums,0.09999999999999432
98,76.5340909090909,105,drums,0.09999999999999432
98,76.69318181818181,13,drums,0.10000000000000853
98,76.84318181818182,23,drums,0.09999999999999432
98,76.99090909090908,17,drums,0.10000000000000853
98,77.12954545454545,127,drums,0.09999999999999432
98,77.29090909090908,64,drums,0.10000000000000853
98,77.44090909090909,19,drums,0.09999999999999432
98,77.58863636363635,127,drums,0.10000000000000853
98,77.73863636363636,126,drums,0.09999999999999432
98,77.88863636363637,15,drums,0.09999999999999432
98,78.03636363636363,127,drums,0.09999999999999432
98,78.19772727272726,48,drums,0.10000000000000853
98,78.33636363636363,22,drums,0.10000000000000853
98,78.49545454545454,14,drums,0.10000000000000853
98,78.6340909090909,127,drums,0.10000000000000853
98,78.79545454545455,59,drums,0.09999999999999432
98,78.94318181818181,111,drums,0.09999999999999432
98,79.09318181818182,16,drums,0.09999999999999432
98,79.24318181818181,23,drums,0.10000000000000853
98,79.39090909090909,17,drums,0.09999999999999432
98,79.54090909090908,127,drums,0.10000000000000853
98,79.69090909090909,69,drums,0.09999999999999432
98,79.8409090909091,18,drums,0.09999999999999432
98,79.97954545454544,127,drums,0.10000000000000853
98,80.13863636363637,127,drums,0.09999999999999432
98,80.29772727272727,15,drums,0.09999999999999432
98,80.43636363636364,127,drums,0.09999999999999432
98,80.59772727272727,54,drums,0.09999999999999432
98,80.74772727272727,22,drums,0.09999999999999432
98,80.89545454545454,16,drums,0.09999999999999432
98,81.0340909090909,127,drums,0.09999999999999432
98,81.19545454545454,68,drums,0.10000000000000853
98,81.34318181818182,105,drums,0.09999999999999432
98,81.49318181818181,127,drums,0.10000000000000853
98,81.64318181818182,38,drums,0.09999999999999432
98,81.79090909090908,15,drums,0.10000000000000853
98,81.94090909090909,127,drums,0.09999999999999432
98,82.10227272727272,52,drums,0.10000000000000853
98,82.175,22,drums,0.02727272727273089
98,82.25,23,drums,0.024999999999991473
98,82.38863636363637,127,drums,0.09999999999999432
98,82.53863636363636,127,drums,0.10000000000000853
98,82.69772727272726,16,drums,0.10000000000000853
98,82.83636363636363,127,drums,0.10000000000000853
98,82.99772727272727,62,drums,0.09999999999999432
98,83.14772727272727,21,drums,0.10000000000000853
98,83.29545454545455,17,drums,0.09999999999999432
98,83.44545454545454,127,drums,0.10000000000000853
98,83.59545454545454,73,drums,0.09999999999999432
98,83.74318181818181,112,drums,0.10000000000000853
98,83.89318181818182,17,drums,0.09999999999999432
98,84.04318181818181,23,drums,0.10000000000000853
98,84.20227272727273,18,drums,0.09999999999999432
98,84.3409090909091,127,drums,0.09999999999999432
98,84.50227272727273,51,drums,0.09999999999999432
98,84.64999999999999,17,drums,0.10000000000000853
98,84.78863636363636,127,drums,0.10000000000000853
98,84.95,127,drums,0.09999999999999432
98,85.09772727272727,15,drums,0.09999999999999432
98,85.23636363636363,127,drums,0.09999999999999432
98,85.39772727272727,71,drums,0.10000000000000853
98,85.54772727272727,15,drums,0.09999999999999432
98,85.69545454545454,14,drums,0.10000000000000853
98,85.84545454545454,127,drums,0.09999999999999432
98,85.99545454545454,73,drums,0.10000000000000853
98,86.14318181818182,110,drums,0.09999999999999432
98,86.30454545454545,16,drums,0.10000000000000853
98,86.45227272727273,23,drums,0.09999999999999432
98,86.60227272727272,16,drums,0.10000000000000853
98,86.74090909090908,127,drums,0.10000000000000853
98,86.90227272727272,61,drums,0.10000000000000853
98,87.05,18,drums,0.09999999999999432
98,87.18863636363636,127,drums,0.09999999999999432
98,87.35,127,drums,0.10000000000000853
98,87.49772727272727,15,drums,0.09999999999999432
98,87.64772727272727,127,drums,0.10000000000000853
98,87.79772727272727,74,drums,0.09999999999999432
98,87.94772727272726,22,drums,0.10000000000000853
98,88.10681818181818,17,drums,0.09999999999999432
98,88.24545454545454,127,drums,0.10000000000000853
98,88.40454545454546,59,drums,0.09999999999999432
98,88.54318181818181,109,drums,0.10000000000000853
98,88.70454545454545,18,drums,0.09999999999999432
98,88.85227272727272,26,drums,0.10000000000000853
98,89.00227272727273,18,drums,0.09999999999999432
98,89.15227272727272,47,drums,0.10000000000000853
98,89.30227272727272,28,drums,0.09999999999999432
98,89.34318181818182,29,drums,0.05909090909089798
98,89.44999999999999,43,drums,0.10000000000000853
98,89.6,33,drums,0.09999999999999432
98,89.75,57,drums,0.09999999999999432
98,89.89772727272727,37,drums,0.10000000000000853
98,90.04772727272727,51,drums,0.09999999999999432
98,90.19772727272726,38,drums,0.10000000000000853
98,90.34772727272727,46,drums,0.09999999999999432
98,90.50681818181818,31,drums,0.10000000000000853
98,90.58181818181818,28,drums,0.025000000000005684
98,90.65681818181818,64,drums,0.024999999999991473
98,90.95454545454545,112,drums,0.09999999999999432
98,91.55227272727272,127,drums,0.09999999999999432
98,91.86136363636363,10,drums,0.09999999999999432
98,92.02045454545454,6,drums,0.09999999999999432
98,92.14999999999999,119,drums,0.10000000000000853
98,92.4590909090909,10,drums,0.09999999999999432
98,92.90681818181818,16,drums,0.09999999999999432
98,93.05681818181817,127,drums,0.10000000000000853
98,93.35454545454544,116,drums,0.10000000000000853
98,93.66363636363636,14,drums,0.10000000000000853
98,93.95227272727273,127,drums,0.09999999999999432
98,94.26136363636363,17,drums,0.10000000000000853
98,94.39999999999999,127,drums,0.10000000000000853
98,94.5590909090909,127,drums,0.10000000000000853
98,96.35227272727272,127,drums,0.10000000000000853
98,96.51136363636363,74,drums,0.10000000000000853
98,96.66136363636363,14,drums,0.09999999999999432
98,96.81136363636364,127,drums,0.09999999999999432
98,96.9590909090909,127,drums,0.09999999999999432
98,97.10909090909091,12,drums,0.09999999999999432
98,97.2590909090909,127,drums,0.10000000000000853
98,97.41818181818181,53,drums,0.10000000000000853
98,97.56818181818181,21,drums,0.09999999999999432
98,97.71818181818182,16,drums,0.09999999999999432
98,97.85681818181818,127,drums,0.09999999999999432
98,98.01590909090909,61,drums,0.09999999999999432
98,98.16590909090908,110,drums,0.10000000000000853
98,98.31363636363636,15,drums,0.09999999999999432
98,98.46363636363635,27,drums,0.10000000000000853
98,98.61363636363636,14,drums,0.09999999999999432
98,98.76363636363637,127,drums,0.09999999999999432
98,98.91136363636363,84,drums,0.09999999999999432
98,99.06136363636364,15,drums,0.09999999999999432
98,99.21136363636363,127,drums,0.10000000000000853
98,99.35909090909091,120,drums,0.09999999999999432
98,99.52045454545454,14,drums,0.09999999999999432
98,99.6590909090909,127,drums,0.09999999999999432
98,99.81818181818181,57,drums,0.09999999999999432
98,99.96818181818182,21,drums,0.09999999999999432
98,100.11818181818181,16,drums,0.10000000000000853
98,100.25681818181818,127,drums,0.09999999999999432
98,100.41590909090908,77,drums,0.10000000000000853
98,100.56590909090909,108,drums,0.09999999999999432
98,100.71363636363635,13,drums,0.10000000000000853
98,100.86363636363636,27,drums,0.09999999999999432
98,101.01363636363637,14,drums,0.09999999999999432
98,101.16363636363636,127,drums,0.10000000000000853
98,101.32272727272726,55,drums,0.10000000000000853
98,101.46136363636363,13,drums,0.10000000000000853
98,101.61136363636363,127,drums,0.09999999999999432
98,101.7590909090909,127,drums,0.10000000000000853
98,101.92045454545455,11,drums,0.09999999999999432
98,102.0590909090909,127,drums,0.10000000000000853
98,102.21818181818182,70,drums,0.09999999999999432
98,102.36818181818181,23,drums,0.10000000000000853
98,102.51818181818182,15,drums,0.09999999999999432
98,102.66590909090908,127,drums,0.10000000000000853
98,102.81590909090909,81,drums,0.09999999999999432
98,102.96590909090908,116,drums,0.10000000000000853
98,103.11363636363636,17,drums,0.09999999999999432
98,103.26363636363637,24,drums,0.09999999999999432
98,103.425,3,drums,0.09999999999999432
98,105.97272727272727,47,drums,0.09999999999999432
98,106.12272727272726,9,drums,0.10000000000000853
98,106.27272727272727,8,drums,0.09999999999999432
98,106.42045454545455,48,drums,0.09999999999999432
98,106.57045454545454,43,drums,0.10000000000000853
98,106.72954545454544,3,drums,0.10000000000000853
98,106.87045454545454,51,drums,0.10000000000000853
98,107.02954545454546,5,drums,0.09999999999999432
98,107.16818181818181,45,drums,0.10000000000000853
98,107.32727272727273,3,drums,0.09999999999999432
98,107.47727272727272,4,drums,0.10000000000000853
98,107.62727272727273,46,drums,0.09999999999999432
98,107.77499999999999,42,drums,0.10000000000000853
98,107.925,4,drums,0.09999999999999432
98,108.07499999999999,47,drums,0.10000000000000853
98,108.225,7,drums,0.09999999999999432
98,108.37272727272726,47,drums,0.10000000000000853
98,108.5340909090909,4,drums,0.09999999999999432
98,108.68181818181817,4,drums,0.10000000000000853
98,108.82045454545454,45,drums,0.10000000000000853
98,108.97045454545454,42,drums,0.09999999999999432
98,109.12954545454545,3,drums,0.09999999999999432
98,109.27045454545454,51,drums,0.09999999999999432
98,109.42954545454545,4,drums,0.10000000000000853
98,109.57954545454545,44,drums,0.09999999999999432
98,109.72727272727272,4,drums,0.10000000000000853
98,109.87727272727273,4,drums,0.09999999999999432
98,110.02727272727272,55,drums,0.10000000000000853
98,110.175,39,drums,0.09999999999999432
98,110.33636363636363,3,drums,0.10000000000000853
98,110.475,55,drums,0.09999999999999432
98,110.6340909090909,7,drums,0.10000000000000853
98,110.77272727272727,39,drums,0.09999999999999432
98,110.9340909090909,4,drums,0.10000000000000853
98,111.08181818181818,3,drums,0.09999999999999432
98,111.22045454545454,48,drums,0.09999999999999432
98,111.38181818181818,33,drums,0.09999999999999432
98,111.52954545454546,3,drums,0.09999999999999432
98,111.67045454545455,46,drums,0.09999999999999432
98,111.82954545454545,4,drums,0.09999999999999432
98,111.97954545454544,46,drums,0.10000000000000853
98,112.12727272727273,6,drums,0.09999999999999432
98,112.28863636363636,3,drums,0.09999999999999432
98,112.42727272727272,58,drums,0.09999999999999432
98,112.57499999999999,48,drums,0.10000000000000853
98,112.73636363636363,3,drums,0.09999999999999432
98,112.875,54,drums,0.09999999999999432
98,113.0340909090909,10,drums,0.09999999999999432
98,113.17272727272727,52,drums,0.09999999999999432
98,113.3340909090909,50,drums,0.09999999999999432
98,113.48181818181817,56,drums,0.10000000000000853
98,113.62045454545454,62,drums,0.10000000000000853
98,113.78181818181818,41,drums,0.09999999999999432
98,113.92954545454545,47,drums,0.10000000000000853
98,114.07954545454545,57,drums,0.09999999999999432
98,114.22954545454544,8,drums,0.10000000000000853
98,114.37954545454545,41,drums,0.09999999999999432
98,114.52727272727272,50,drums,0.10000000000000853
98,114.67727272727272,59,drums,0.09999999999999432
98,114.82727272727273,64,drums,0.09999999999999432
98,114.98636363636363,36,drums,0.09999999999999432
98,115.13636363636363,44,drums,0.10000000000000853
98,115.27499999999999,56,drums,0.10000000000000853
98,115.4340909090909,6,drums,0.10000000000000853
98,116.77954545454544,64,drums,0.10000000000000853
98,116.93863636363636,33,drums,0.09999999999999432
98,117.23636363636363,3,drums,0.09999999999999432
98,117.97272727272727,127,drums,0.09999999999999432
98,118.14318181818182,57,drums,0.09999999999999432
98,118.29318181818181,21,drums,0.10000000000000853
98,118.43181818181817,127,drums,0.10000000000000853
98,118.58181818181818,127,drums,0.09999999999999432
98,118.74090909090908,17,drums,0.09999999999999432
98,118.87954545454545,127,drums,0.09999999999999432
98,119.04090909090908,58,drums,0.10000000000000853
98,119.18863636363636,19,drums,0.09999999999999432
98,119.33863636363635,11,drums,0.10000000000000853
98,119.47727272727272,127,drums,0.10000000000000853
98,119.63636363636363,91,drums,0.10000000000000853
98,119.78636363636363,98,drums,0.09999999999999432
98,119.93636363636364,13,drums,0.09999999999999432
98,120.08636363636363,25,drums,0.10000000000000853
98,120.23409090909091,12,drums,0.09999999999999432
98,120.3840909090909,127,drums,0.10000000000000853
98,120.54318181818181,70,drums,0.10000000000000853
98,120.69318181818181,20,drums,0.09999999999999432
98,120.83181818181818,127,drums,0.09999999999999432
98,120.98181818181817,127,drums,0.10000000000000853
98,121.14090909090909,8,drums,0.09999999999999432
98,121.27954545454544,127,drums,0.10000000000000853
98,121.44090909090909,85,drums,0.09999999999999432
98,121.58863636363635,19,drums,0.10000000000000853
98,121.73863636363636,11,drums,0.09999999999999432
98,121.88863636363635,127,drums,0.10000000000000853
98,122.03636363636363,97,drums,0.09999999999999432
98,122.18636363636364,96,drums,0.09999999999999432
98,122.34772727272727,12,drums,0.09999999999999432
98,122.48636363636363,22,drums,0.09999999999999432
98,122.64545454545454,12,drums,0.09999999999999432
98,122.7840909090909,127,drums,0.09999999999999432
98,122.94318181818181,77,drums,0.09999999999999432
98,123.09318181818182,22,drums,0.09999999999999432
98,123.23181818181817,127,drums,0.10000000000000853
98,123.39090909090909,127,drums,0.09999999999999432
98,123.54090909090908,12,drums,0.10000000000000853
98,123.69090909090909,127,drums,0.09999999999999432
98,123.84090909090908,96,drums,0.10000000000000853
98,123.98863636363636,24,drums,0.09999999999999432
98,124.14999999999999,11,drums,0.10000000000000853
98,124.225,12,drums,0.025000000000005684
98,124.28863636363636,127,drums,0.03636363636363171
98,124.43636363636364,97,drums,0.09999999999999432
98,124.58636363636363,93,drums,0.10000000000000853
98,124.74772727272726,13,drums,0.10000000000000853
98,124.89545454545454,31,drums,0.09999999999999432
98,125.04545454545453,11,drums,0.10000000000000853
98,125.1840909090909,127,drums,0.10000000000000853
98,125.34318181818182,90,drums,0.09999999999999432
98,125.49318181818181,17,drums,0.10000000000000853
98,125.64318181818182,127,drums,0.09999999999999432
98,125.79090909090908,127,drums,0.10000000000000853
98,125.94090909090909,13,drums,0.09999999999999432
98,126.09090909090908,127,drums,0.10000000000000853
98,126.24090909090908,96,drums,0.09999999999999432
98,126.38863636363635,21,drums,0.10000000000000853
98,126.55,12,drums,0.09999999999999432
98,126.625,10,drums,0.024999999999991473
98,126.68863636363636,127,drums,0.03636363636363171
98,126.84772727272727,77,drums,0.09999999999999432
98,126.98636363636363,89,drums,0.09999999999999432
98,127.13636363636363,127,drums,0.10000000000000853
98,127.29545454545453,95,drums,0.10000000000000853
98,127.44545454545454,12,drums,0.09999999999999432
98,127.5840909090909,127,drums,0.09999999999999432
98,127.74318181818181,97,drums,0.10000000000000853
98,127.89318181818182,22,drums,0.09999999999999432
98,128.0431818181818,127,drums,0.09999999999999432
98,128.1909090909091,127,drums,0.09999999999999432
98,128.35227272727272,12,drums,0.09999999999999432
98,128.49090909090907,127,drums,0.10000000000002274
98,128.65,73,drums,0.09999999999999432
98,128.79999999999998,21,drums,0.10000000000002274
98,128.95,11,drums,0.09999999999999432
98,129.025,11,drums,0.024999999999977263
98,129.08863636363637,127,drums,0.03636363636363171
98,129.24772727272727,80,drums,0.09999999999999432
98,129.39772727272728,93,drums,0.09999999999999432
98,129.54772727272726,12,drums,0.10000000000002274
98,129.69545454545454,30,drums,0.09999999999999432
98,129.84545454545454,12,drums,0.09999999999999432
98,129.99545454545455,127,drums,0.09999999999999432
98,130.1431818181818,110,drums,0.10000000000002274
98,130.2931818181818,20,drums,0.09999999999999432
98,130.4431818181818,127,drums,0.09999999999999432
98,130.5909090909091,127,drums,0.09999999999999432
98,130.75227272727273,13,drums,0.09999999999999432
98,130.89090909090908,127,drums,0.09999999999999432
98,131.04999999999998,85,drums,0.10000000000002274
98,131.2,23,drums,0.09999999999999432
98,131.35,10,drums,0.09999999999999432
98,131.42499999999998,11,drums,0.025000000000005684
98,131.48863636363635,127,drums,0.036363636363660135
98,131.64772727272728,98,drums,0.09999999999999432
98,131.79772727272726,90,drums,0.10000000000002274
98,131.94772727272726,12,drums,0.09999999999999432
98,132.09545454545454,26,drums,0.09999999999999432
98,132.24545454545455,12,drums,0.09999999999999432
98,132.39545454545453,127,drums,0.10000000000002274
98,132.55454545454546,74,drums,0.09999999999999432
98,132.70454545454544,19,drums,0.10000000000002274
98,132.84318181818182,127,drums,0.09999999999999432
98,133.00227272727273,117,drums,0.09999999999999432
98,133.15227272727273,7,drums,0.09999999999999432
98,133.29090909090908,127,drums,0.09999999999999432
98,133.45,97,drums,0.09999999999999432
98,133.6,23,drums,0.09999999999999432
98,133.75,10,drums,0.09999999999999432
98,133.8340909090909,12,drums,0.01590909090910486
98,133.89772727272725,127,drums,0.036363636363660135
98,134.04772727272726,102,drums,0.09999999999999432
98,134.19772727272726,95,drums,0.09999999999999432
98,134.35681818181817,12,drums,0.09999999999999432
98,134.50681818181818,26,drums,0.09999999999999432
98,134.65681818181818,13,drums,0.09999999999999432
98,134.79545454545453,127,drums,0.09999999999999432
98,134.95454545454544,88,drums,0.10000000000002274
98,135.10454545454544,18,drums,0.09999999999999432
98,135.24318181818182,127,drums,0.09999999999999432
98,135.40227272727273,127,drums,0.09999999999999432
98,135.5522727272727,13,drums,0.10000000000002274
98,135.7022727272727,127,drums,0.09999999999999432
98,135.85,99,drums,0.09999999999999432
98,136.0,21,drums,0.09999999999999432
98,136.1590909090909,12,drums,0.09999999999999432
98,136.2340909090909,10,drums,0.025000000000005684
98,136.29772727272726,127,drums,0.03636363636363171
98,136.4590909090909,77,drums,0.10000000000002274
98,136.59772727272727,88,drums,0.09999999999999432
98,136.74772727272727,127,drums,0.09999999999999432
98,136.90681818181818,91,drums,0.09999999999999432
98,137.0568181818182,13,drums,0.09999999999999432
98,137.20454545454544,20,drums,0.10000000000002274
