note_on,time,velocity
60,104.92727272727272,90
60,105.01363636363637,90
60,105.06590909090909,90
60,105.12045454545454,90
60,105.17272727272727,90
60,105.23636363636363,90
60,105.27954545454546,90
60,105.36590909090908,90
60,105.42954545454545,90
60,105.51363636363637,90
60,105.56818181818181,90
60,105.6,90
60,105.85681818181817,90
60,105.97272727272727,90
60,106.01590909090909,90
60,106.2090909090909,90
60,106.26136363636363,90
60,106.34772727272727,90
60,106.38863636363637,90
60,106.5590909090909,90
60,106.74090909090908,90
60,106.80454545454545,90
60,106.87045454545454,90
60,106.92272727272727,90
60,106.98636363636363,90
60,107.08181818181818,90
60,107.21136363636363,90
60,107.38181818181818,90
60,107.41363636363636,90
60,107.47727272727272,90
60,107.5090909090909,90
60,107.60454545454544,90
60,107.74318181818181,90
60,107.77499999999999,90
60,107.88181818181818,90
60,107.91363636363636,90
60,107.96818181818182,90
60,108.02045454545454,90
60,108.05227272727272,90
60,108.08636363636363,90
60,108.19090909090909,90
60,108.225,90
60,108.35227272727272,90
60,108.39545454545454,90
60,108.50227272727273,90
60,108.5340909090909,90
60,108.64999999999999,90
60,108.69318181818181,90
60,108.76818181818182,90
60,108.82045454545454,90
60,108.86363636363636,90
60,108.93863636363636,90
60,108.98181818181817,90
60,109.08863636363635,90
60,109.12045454545454,90
60,109.1840909090909,90
60,109.22727272727272,90
60,109.44999999999999,90
60,109.49318181818181,90
60,109.55681818181817,90
60,109.58863636363635,90
60,109.73863636363636,90
60,109.79090909090908,90
60,109.85681818181817,90
60,109.97272727272727,90
60,110.03636363636363,90
60,110.07954545454545,90
60,110.11136363636363,90
60,110.16590909090908,90
60,110.25,90
60,110.31363636363636,90
60,110.34772727272727,90
60,110.44318181818181,90
60,110.5590909090909,90
60,110.59090909090908,90
60,110.6340909090909,90
60,110.7090909090909,90
60,110.77272727272727,90
60,110.82727272727273,90
60,110.85909090909091,90
60,110.99772727272726,90
60,111.11363636363636,90
60,111.18863636363636,90
60,111.27499999999999,90
60,111.38181818181818,90
60,111.46590909090908,90
60,111.49772727272726,90
60,111.6590909090909,90
60,111.72272727272727,90
60,111.79772727272727,90
60,111.93636363636364,90
60,112.07499999999999,90
60,112.11818181818181,90
60,112.25681818181818,90
60,112.3840909090909,90
60,112.50227272727273,90
60,112.56590909090909,90
60,112.62954545454545,90
60,112.75681818181818,90
60,112.8,90
60,112.91818181818181,90
60,112.94999999999999,90
60,112.98181818181817,90
60,113.02499999999999,90
60,113.05681818181817,90
60,113.21590909090908,90
60,113.2590909090909,90
60,113.30227272727272,90
60,113.42954545454545,90
60,113.46136363636363,90
60,113.52499999999999,90
60,113.55681818181817,90
60,113.63181818181818,90
60,113.675,90
60,113.75,90
60,113.79090909090908,90
60,113.87727272727273,90
60,113.95227272727273,90
60,113.98409090909091,90
60,114.175,90
60,114.32499999999999,90
60,114.45227272727273,90
60,114.51818181818182,90
60,114.61363636363636,90
60,114.74090909090908,90
60,114.7840909090909,90
60,114.82727272727273,90
60,114.89090909090909,90
60,114.9340909090909,90
60,115.10454545454544,90
60,115.22045454545454,90
60,115.25227272727273,90
60,115.29545454545455,90
60,115.40227272727272,90
60,115.46590909090908,90
60,115.5090909090909,90
60,115.59545454545454,90
60,115.64772727272727,90
60,115.71136363636363,90
60,115.76590909090909,90
60,115.84090909090908,90
60,115.89318181818182,90
60,115.925,90
60,116.09545454545454,90
60,116.19090909090909,90
60,116.3090909090909,90
60,116.37272727272726,90
60,116.42727272727272,90
60,116.49090909090908,90
60,116.54318181818181,90
60,116.59772727272727,90
60,116.71363636363635,90
60,116.84318181818182,90
60,116.9590909090909,90
60,117.08863636363635,90
60,117.12954545454545,90
60,117.20454545454545,90
60,117.29090909090908,90
60,117.375,90
60,117.41818181818181,90
60,117.49318181818181,90
60,117.6,90
60,117.64318181818182,90
60,117.72727272727272,90
60,117.7590909090909,90
60,117.79090909090908,90
60,117.89772727272727,90
60,117.94090909090909,90
60,118.03636363636363,90
60,118.10227272727272,90
60,118.24090909090908,90
60,118.28181818181818,90
60,118.33636363636363,90
60,118.45227272727273,90
60,118.53863636363636,90
60,118.61363636363636,90
60,118.64545454545454,90
60,118.76363636363635,90
60,118.81590909090909,90
60,118.91136363636363,90
60,119.02954545454544,90
60,119.07272727272726,90
60,119.13636363636363,90
60,9.86590909090909,90
60,11.370454545454544,90
60,12.26590909090909,90
60,13.770454545454545,90
60,14.665909090909091,90
60,16.170454545454543,90
60,17.077272727272728,90
60,18.570454545454545,90
60,19.477272727272727,90
60,20.98181818181818,90
60,21.877272727272725,90
60,23.38181818181818,90
60,24.277272727272727,90
60,25.78181818181818,90
60,26.677272727272726,90
60,29.097727272727273,90
60,29.845454545454544,90
60,29.995454545454542,90
60,30.293181818181818,90
60,30.443181818181817,90
60,30.581818181818182,90
60,30.74090909090909,90
60,30.89090909090909,90
60,31.049999999999997,90
60,31.188636363636363,90
60,31.488636363636363,90
60,31.797727272727272,90
60,31.94772727272727,90
60,32.095454545454544,90
60,32.24545454545454,90
60,32.39545454545454,90
60,32.69318181818182,90
60,32.84318181818182,90
60,32.99090909090909,90
60,33.14090909090909,90
60,33.29090909090909,90
60,33.449999999999996,90
60,33.6,90
60,33.75,90
60,33.888636363636365,90
60,34.19772727272727,90
60,34.34772727272727,90
60,34.49545454545454,90
60,34.64545454545454,90
60,34.79545454545455,90
60,35.09318181818182,90
60,35.24318181818182,90
60,35.39090909090909,90
60,35.54090909090909,90
60,35.70227272727273,90
60,35.85,90
60,36.0,90
60,36.288636363636364,90
60,36.59772727272727,90
60,36.74772727272727,90
60,36.89545454545454,90
60,37.04545454545455,90
60,37.195454545454545,90
60,37.50454545454545,90
60,37.652272727272724,90
60,37.79090909090909,90
60,37.95227272727273,90
60,38.10227272727273,90
60,38.25,90
60,38.4,90
60,38.55,90
60,38.69772727272727,90
60,39.00909090909091,90
60,39.15681818181818,90
60,39.30681818181818,90
60,39.45681818181818,90
60,39.60454545454545,90
60,39.75454545454545,90
60,39.904545454545456,90
60,40.05227272727272,90
60,40.20227272727273,90
60,40.35227272727273,90
60,40.502272727272725,90
60,40.66136363636363,90
60,40.81136363636364,90
60,40.959090909090904,90
60,41.10909090909091,90
60,41.40909090909091,90
60,41.55681818181818,90
60,41.70681818181818,90
60,41.85681818181818,90
60,42.00454545454545,90
60,42.16590909090909,90
60,42.304545454545455,90
60,42.46363636363636,90
60,42.61363636363636,90
60,42.76363636363636,90
60,42.91136363636363,90
60,43.06136363636364,90
60,43.211363636363636,90
60,43.35909090909091,90
60,43.50909090909091,90
60,43.95681818181818,90
60,44.10681818181818,90
60,44.26590909090909,90
60,44.41590909090909,90
60,44.56590909090909,90
60,44.71363636363636,90
60,44.86363636363636,90
60,45.01363636363636,90
60,45.163636363636364,90
60,45.31136363636364,90
60,45.461363636363636,90
60,45.611363636363635,90
60,45.75909090909091,90
60,45.90909090909091,90
60,46.21818181818182,90
60,46.35681818181818,90
60,46.50681818181818,90
60,46.66590909090909,90
60,46.81590909090909,90
60,46.965909090909086,90
60,47.11363636363636,90
60,47.26363636363636,90
60,47.413636363636364,90
60,47.56363636363636,90
60,47.711363636363636,90
60,47.87272727272727,90
60,48.01136363636363,90
60,48.17045454545454,90
60,49.365909090909085,90
60,49.663636363636364,90
60,49.81363636363636,90
60,49.96363636363636,90
60,50.111363636363635,90
60,50.41136363636363,90
60,50.709090909090904,90
60,50.87045454545454,90
60,51.018181818181816,90
60,51.15681818181818,90
60,51.31818181818181,90
60,51.465909090909086,90
60,51.60454545454545,90
60,51.76590909090909,90
60,51.913636363636364,90
60,52.06363636363636,90
60,52.21363636363636,90
60,52.36363636363636,90
60,52.51136363636363,90
60,52.67272727272727,90
60,52.820454545454545,90
60,52.970454545454544,90
60,53.10909090909091,90
60,53.27045454545454,90
60,53.418181818181814,90
60,53.55681818181818,90
60,53.71818181818182,90
60,53.865909090909085,90
60,54.01590909090909,90
60,54.175,90
60,54.31363636363636,90
60,54.474999999999994,90
60,54.61363636363636,90
60,54.77272727272727,90
60,54.91136363636363,90
60,55.07272727272727,90
60,55.220454545454544,90
60,55.37045454545454,90
60,55.50909090909091,90
60,55.67045454545454,90
60,55.82954545454545,90
60,55.96818181818182,90
60,56.11818181818182,90
60,56.26590909090909,90
60,56.41590909090909,90
60,56.574999999999996,90
60,56.724999999999994,90
60,56.875,90
60,57.01363636363636,90
60,57.17272727272727,90
60,57.32272727272727,90
60,57.47272727272727,90
60,57.62045454545454,90
60,57.77045454545454,90
60,57.92045454545454,90
60,58.070454545454545,90
60,58.21818181818182,90
60,58.36818181818182,90
60,58.518181818181816,90
60,58.67727272727272,90
60,58.81590909090909,90
60,58.974999999999994,90
60,59.125,90
60,59.275,90
60,59.413636363636364,90
60,59.54090909090909,90
60,59.584090909090904,90
60,59.72272727272727,90
60,59.87272727272727,90
60,60.02045454545454,90
60,60.17045454545454,90
60,60.320454545454545,90
60,60.47954545454545,90
60,60.62954545454545,90
60,60.768181818181816,90
60,60.918181818181814,90
60,61.07727272727272,90
60,61.215909090909086,90
60,61.375,90
60,61.525,90
60,61.675,90
60,61.824999999999996,90
60,61.97272727272727,90
60,62.12272727272727,90
60,62.28181818181818,90
60,62.43181818181818,90
60,62.58181818181818,90
60,62.720454545454544,90
60,62.87954545454545,90
60,63.02954545454545,90
60,63.168181818181814,90
60,63.32727272727272,90
60,63.47727272727273,90
60,63.615909090909085,90
60,63.775,90
60,63.925,90
60,64.075,90
60,64.225,90
60,64.37272727272727,90
60,64.52272727272727,90
60,64.68181818181817,90
60,64.83181818181818,90
60,64.98181818181818,90
60,65.12045454545454,90
60,65.27954545454546,90
60,65.42954545454545,90
60,65.56818181818181,90
60,65.72727272727272,90
60,65.87727272727273,90
60,66.02727272727273,90
60,66.175,90
60,66.325,90
60,66.48636363636363,90
60,66.625,90
60,66.7840909090909,90
60,66.92272727272727,90
60,67.08181818181818,90
60,67.23181818181818,90
60,67.38181818181818,90
60,67.52045454545454,90
60,67.67954545454545,90
60,67.82954545454545,90
60,67.97954545454544,90
60,68.12727272727273,90
60,68.28863636363636,90
60,68.42727272727272,90
60,68.58636363636363,90
60,68.73636363636363,90
60,68.88636363636363,90
60,69.02499999999999,90
60,69.18409090909091,90
60,69.32272727272726,90
60,69.47272727272727,90
60,69.63181818181818,90
60,69.78181818181818,90
60,69.92954545454545,90
60,70.52727272727273,90
60,71.125,90
60,72.32954545454545,90
60,72.49090909090908,90
60,72.55454545454545,90
60,72.64090909090909,90
60,72.77954545454546,90
60,72.92727272727272,90
60,73.08863636363635,90
60,73.22727272727272,90
60,73.38636363636363,90
60,73.53636363636363,90
60,73.68636363636364,90
60,73.8340909090909,90
60,73.98409090909091,90
60,74.1340909090909,90
60,74.29318181818182,90
60,74.43181818181817,90
60,74.5909090909091,90
60,74.72954545454544,90
60,74.89090909090909,90
60,75.04090909090908,90
60,75.17954545454545,90
60,75.33863636363635,90
60,75.48863636363636,90
60,75.63636363636363,90
60,75.78636363636363,90
60,75.93636363636364,90
60,76.08636363636363,90
60,76.23409090909091,90
60,76.39545454545454,90
60,76.5340909090909,90
60,76.69318181818181,90
60,76.84318181818182,90
60,76.99090909090908,90
60,77.12954545454545,90
60,77.29090909090908,90
60,77.44090909090909,90
60,77.58863636363635,90
60,77.73863636363636,90
60,77.88863636363637,90
60,78.03636363636363,90
60,78.19772727272726,90
60,78.33636363636363,90
60,78.49545454545454,90
60,78.6340909090909,90
60,78.79545454545455,90
60,78.94318181818181,90
60,79.09318181818182,90
60,79.24318181818181,90
60,79.39090909090909,90
60,79.54090909090908,90
60,79.69090909090909,90
60,79.8409090909091,90
60,79.97954545454544,90
60,80.13863636363637,90
60,80.29772727272727,90
60,80.43636363636364,90
60,80.59772727272727,90
60,80.74772727272727,90
60,80.89545454545454,90
60,81.0340909090909,90
60,81.19545454545454,90
60,81.34318181818182,90
60,81.49318181818181,90
60,81.64318181818182,90
60,81.79090909090908,90
60,81.94090909090909,90
60,82.10227272727272,90
60,82.175,90
60,82.25,90
60,82.38863636363637,90
60,82.53863636363636,90
60,82.69772727272726,90
60,82.83636363636363,90
60,82.99772727272727,90
60,83.14772727272727,90
60,83.29545454545455,90
60,83.44545454545454,90
60,83.59545454545454,90
60,83.74318181818181,90
60,83.89318181818182,90
60,84.04318181818181,90
60,84.20227272727273,90
60,84.3409090909091,90
60,84.50227272727273,90
60,84.64999999999999,90
60,84.78863636363636,90
60,84.95,90
60,85.09772727272727,90
60,85.23636363636363,90
60,85.39772727272727,90
60,85.54772727272727,90
60,85.69545454545454,90
60,85.84545454545454,90
60,85.99545454545454,90
60,86.14318181818182,90
60,86.30454545454545,90
60,86.45227272727273,90
60,86.60227272727272,90
60,86.74090909090908,90
60,86.90227272727272,90
60,87.05,90
60,87.18863636363636,90
60,87.35,90
60,87.49772727272727,90
60,87.64772727272727,90
60,87.79772727272727,90
60,87.94772727272726,90
60,88.10681818181818,90
60,88.24545454545454,90
60,88.40454545454546,90
60,88.54318181818181,90
60,88.70454545454545,90
60,88.85227272727272,90
60,89.00227272727273,90
60,89.15227272727272,90
60,89.30227272727272,90
60,89.34318181818182,90
60,89.44999999999999,90
60,89.6,90
60,89.75,90
60,89.89772727272727,90
60,90.04772727272727,90
60,90.19772727272726,90
60,90.34772727272727,90
60,90.50681818181818,90
60,90.58181818181818,90
60,90.65681818181818,90
60,90.95454545454545,90
60,91.55227272727272,90
60,91.86136363636363,90
60,92.02045454545454,90
60,92.14999999999999,90
60,92.4590909090909,90
60,92.90681818181818,90
60,93.05681818181817,90
60,93.35454545454544,90
60,93.66363636363636,90
60,93.95227272727273,90
60,94.26136363636363,90
60,94.39999999999999,90
60,94.5590909090909,90
60,96.35227272727272,90
60,96.51136363636363,90
60,96.66136363636363,90
60,96.81136363636364,90
60,96.9590909090909,90
60,97.10909090909091,90
60,97.2590909090909,90
60,97.41818181818181,90
60,97.56818181818181,90
60,97.71818181818182,90
60,97.85681818181818,90
60,98.01590909090909,90
60,98.16590909090908,90
60,98.31363636363636,90
60,98.46363636363635,90
60,98.61363636363636,90
60,98.76363636363637,90
60,98.91136363636363,90
60,99.06136363636364,90
60,99.21136363636363,90
60,99.35909090909091,90
60,99.52045454545454,90
60,99.6590909090909,90
60,99.81818181818181,90
60,99.96818181818182,90
60,100.11818181818181,90
60,100.25681818181818,90
60,100.41590909090908,90
60,100.56590909090909,90
60,100.71363636363635,90
60,100.86363636363636,90
60,101.01363636363637,90
60,101.16363636363636,90
60,101.32272727272726,90
60,101.46136363636363,90
60,101.61136363636363,90
60,101.7590909090909,90
60,101.92045454545455,90
60,102.0590909090909,90
60,102.21818181818182,90
60,102.36818181818181,90
60,102.51818181818182,90
60,102.66590909090908,90
60,102.81590909090909,90
60,102.96590909090908,90
60,103.11363636363636,90
60,103.26363636363637,90
60,103.425,90
60,105.97272727272727,90
60,106.12272727272726,90
60,106.27272727272727,90
60,106.42045454545455,90
60,106.57045454545454,90
60,106.72954545454544,90
60,106.87045454545454,90
60,107.02954545454546,90
60,107.16818181818181,90
60,107.32727272727273,90
60,107.47727272727272,90
60,107.62727272727273,90
60,107.77499999999999,90
60,107.925,90
60,108.07499999999999,90
60,108.225,90
60,108.37272727272726,90
60,108.5340909090909,90
60,108.68181818181817,90
60,108.82045454545454,90
60,108.97045454545454,90
60,109.12954545454545,90
60,109.27045454545454,90
60,109.42954545454545,90
60,109.57954545454545,90
60,109.72727272727272,90
60,109.87727272727273,90
60,110.02727272727272,90
60,110.175,90
60,110.33636363636363,90
60,110.475,90
60,110.6340909090909,90
60,110.77272727272727,90
60,110.9340909090909,90
60,111.08181818181818,90
60,111.22045454545454,90
60,111.38181818181818,90
60,111.52954545454546,90
60,111.67045454545455,90
60,111.82954545454545,90
60,111.97954545454544,90
60,112.12727272727273,90
60,112.28863636363636,90
60,112.42727272727272,90
60,112.57499999999999,90
60,112.73636363636363,90
60,112.875,90
60,113.0340909090909,90
60,113.17272727272727,90
60,113.3340909090909,90
60,113.48181818181817,90
60,113.62045454545454,90
60,113.78181818181818,90
60,113.92954545454545,90
60,114.07954545454545,90
60,114.22954545454544,90
60,114.37954545454545,90
60,114.52727272727272,90
60,114.67727272727272,90
60,114.82727272727273,90
60,114.98636363636363,90
60,115.13636363636363,90
60,115.27499999999999,90
60,115.4340909090909,90
60,116.77954545454544,90
60,116.93863636363636,90
60,117.23636363636363,90
60,117.97272727272727,90
60,118.14318181818182,90
60,118.29318181818181,90
60,118.43181818181817,90
60,118.58181818181818,90
60,118.74090909090908,90
60,118.87954545454545,90
60,119.04090909090908,90
60,119.18863636363636,90
60,119.33863636363635,90
60,119.47727272727272,90
60,119.63636363636363,90
60,119.78636363636363,90
60,119.93636363636364,90
60,120.08636363636363,90
60,120.23409090909091,90
60,120.3840909090909,90
60,120.54318181818181,90
60,120.69318181818181,90
60,120.83181818181818,90
60,120.98181818181817,90
60,121.14090909090909,90
60,121.27954545454544,90
60,121.44090909090909,90
60,121.58863636363635,90
60,121.73863636363636,90
60,121.88863636363635,90
60,122.03636363636363,90
60,122.18636363636364,90
60,122.34772727272727,90
60,122.48636363636363,90
60,122.64545454545454,90
60,122.7840909090909,90
60,122.94318181818181,90
60,123.09318181818182,90
60,123.23181818181817,90
60,123.39090909090909,90
60,123.54090909090908,90
60,123.69090909090909,90
60,123.84090909090908,90
60,123.98863636363636,90
60,124.14999999999999,90
60,124.225,90
60,124.28863636363636,90
60,124.43636363636364,90
60,124.58636363636363,90
60,124.74772727272726,90
60,124.89545454545454,90
60,125.04545454545453,90
60,125.1840909090909,90
60,125.34318181818182,90
60,125.49318181818181,90
60,125.64318181818182,90
60,125.79090909090908,90
60,125.94090909090909,90
60,126.09090909090908,90
60,126.24090909090908,90
60,126.38863636363635,90
60,126.55,90
60,126.625,90
60,126.68863636363636,90
60,126.84772727272727,90
60,126.98636363636363,90
60,127.13636363636363,90
60,127.29545454545453,90
60,127.44545454545454,90
60,127.5840909090909,90
60,127.74318181818181,90
60,127.89318181818182,90
60,128.0431818181818,90
60,128.1909090909091,90
60,128.35227272727272,90
60,128.49090909090907,90
60,128.65,90
60,128.79999999999998,90
60,128.95,90
60,129.025,90
60,129.08863636363637,90
60,129.24772727272727,90
60,129.39772727272728,90
60,129.54772727272726,90
60,129.69545454545454,90
60,129.84545454545454,90
60,129.99545454545455,90
60,130.1431818181818,90
60,130.2931818181818,90
60,130.4431818181818,90
60,130.5909090909091,90
60,130.75227272727273,90
60,130.89090909090908,90
60,131.04999999999998,90
60,131.2,90
60,131.35,90
60,131.42499999999998,90
60,131.48863636363635,90
60,131.64772727272728,90
60,131.79772727272726,90
60,131.94772727272726,90
60,132.09545454545454,90
60,132.24545454545455,90
60,132.39545454545453,90
60,132.55454545454546,90
60,132.70454545454544,90
60,132.84318181818182,90
60,133.00227272727273,90
60,133.15227272727273,90
60,133.29090909090908,90
60,133.45,90
60,133.6,90
60,133.75,90
60,133.8340909090909,90
60,133.89772727272725,90
60,134.04772727272726,90
60,134.19772727272726,90
60,134.35681818181817,90
60,134.50681818181818,90
60,134.65681818181818,90
60,134.79545454545453,90
60,134.95454545454544,90
60,135.10454545454544,90
60,135.24318181818182,90
60,135.40227272727273,90
60,135.5522727272727,90
60,135.7022727272727,90
60,135.85,90
60,136.0,90
60,136.1590909090909,90
60,136.2340909090909,90
60,136.29772727272726,90
60,136.4590909090909,90
60,136.59772727272727,90
60,136.74772727272727,90
60,136.90681818181818,90
60,137.0568181818182,90
60,137.20454545454544,90
60,137.50454545454545,90
60,137.65227272727273,90
60,137.8022727272727,90
60,138.10227272727272,90
60,138.26136363636363,90
60,138.41136363636363,90
60,138.7090909090909,90
60,139.0090909090909,90
60,139.3068181818182,90
60,139.4659090909091,90
60,139.60454545454544,90
60,139.90454545454546,90
60,140.0522727272727,90
60,140.2022727272727,90
60,140.51136363636363,90
60,140.67272727272726,90
60,140.81136363636364,90
60,140.9590909090909,90
60,141.1090909090909,90
60,141.4090909090909,90
60,141.5681818181818,90
60,141.70681818181816,90
60,141.86590909090907,90
60,142.00454545454545,90
60,142.30454545454546,90
60,142.4522727272727,90
60,142.60227272727272,90
60,142.77272727272725,90
60,142.91136363636363,90
60,143.07272727272726,90
60,143.21136363636364,90
60,143.3590909090909,90
60,143.5090909090909,90
60,143.8090909090909,90
60,144.10681818181817,90
60,144.26590909090908,90
60,144.41590909090908,90
60,144.71363636363637,90
60,144.86363636363635,90
60,145.01363636363635,90
60,145.31136363636364,90
60,145.47272727272727,90
60,145.61136363636362,90
60,145.77045454545453,90
60,145.9090909090909,90
60,146.0590909090909,90
60,146.2090909090909,90
60,146.36818181818182,90
60,146.5181818181818,90
60,146.66590909090908,90
60,146.80454545454543,90
60,146.975,90
60,147.11363636363635,90
60,147.26363636363635,90
60,147.41363636363636,90
60,147.57272727272726,90
60,147.71136363636364,90
60,147.86136363636362,90
60,148.01136363636363,90
60,148.17045454545453,90
60,148.3090909090909,90
60,148.47045454545454,90
60,148.61818181818182,90
60,148.9181818181818,90
60,149.0659090909091,90
60,149.2159090909091,90
60,149.36590909090907,90
60,149.51363636363635,90
60,149.66363636363636,90
60,149.81363636363636,90
60,149.97272727272727,90
60,150.11136363636362,90
60,150.26136363636363,90
60,150.42045454545453,90
60,150.57045454545454,90
60,150.72045454545454,90
60,150.87045454545455,90
60,151.0181818181818,90
60,151.1681818181818,90
60,151.3181818181818,90
60,151.4659090909091,90
60,151.61590909090907,90
60,151.76590909090908,90
60,151.91363636363636,90
60,152.06363636363636,90
60,152.21363636363637,90
60,152.36363636363635,90
60,152.52272727272725,90
60,152.67272727272726,90
60,152.82045454545454,90
60,152.97045454545454,90
60,153.12045454545455,90
60,153.27045454545453,90
60,153.4181818181818,90
60,153.5681818181818,90
60,153.71818181818182,90
60,153.86590909090907,90
60,154.01590909090908,90
60,154.16590909090908,90
60,154.31363636363636,90
60,154.475,90
60,154.625,90
60,154.77272727272725,90
60,154.92272727272726,90
60,155.07272727272726,90
60,155.22045454545454,90
60,155.41363636363636,90
60,155.47727272727272,90
60,155.67045454545453,90
60,155.82954545454544,90
60,156.41590909090908,90
60,156.58636363636361,90
60,156.725,90
60,156.875,90
60,157.025,90
60,157.1840909090909,90
60,157.32272727272726,90
60,157.48181818181817,90
60,157.62045454545455,90
60,157.78181818181818,90
60,157.92045454545453,90
60,158.07954545454544,90
60,158.21818181818182,90
60,158.37954545454545,90
60,158.52727272727273,90
60,158.6772727272727,90
60,158.8272727272727,90
60,158.975,90
60,159.125,90
60,159.275,90
60,159.42499999999998,90
60,159.5840909090909,90
60,159.72272727272727,90
60,159.88181818181818,90
60,160.03181818181818,90
60,160.1818181818182,90
60,160.32045454545454,90
60,160.47954545454544,90
60,160.62954545454545,90
60,160.77954545454546,90
60,160.9272727272727,90
60,161.0772727272727,90
60,161.22727272727272,90
60,161.375,90
60,161.525,90
60,161.67499999999998,90
60,161.825,90
60,161.9840909090909,90
60,162.12272727272727,90
60,162.28181818181818,90
60,162.4318181818182,90
60,162.58181818181816,90
60,162.72954545454544,90
60,162.87954545454545,90
60,163.02954545454546,90
60,163.17954545454543,90
60,163.3272727272727,90
60,163.47727272727272,90
60,163.62727272727273,90
60,163.78636363636363,90
60,163.93636363636364,90
60,164.075,90
60,164.225,90
60,164.3840909090909,90
60,164.52272727272725,90
60,164.6818181818182,90
60,164.83181818181816,90
60,164.98181818181817,90
60,165.12954545454545,90
60,165.27954545454546,90
60,165.42954545454543,90
60,165.58863636363637,90
60,165.73863636363635,90
60,165.88863636363635,90
60,166.6340909090909,90
60,167.82954545454544,90
60,169.0340909090909,90
60,170.24090909090907,90
60,171.4340909090909,90
60,172.64090909090908,90
60,173.8340909090909,90
60,175.04999999999998,90
60,176.24545454545455,90
60,177.4409090909091,90
60,178.64545454545453,90
60,42.293181818181814,90
60,43.15681818181818,90
60,43.60454545454545,90
60,44.03181818181818,90
60,44.459090909090904,90
60,44.89545454545454,90
