pitch,velocity,duration,pos,boundary,bar,instrument,velocity_bucket,duration_bucket
60,100,0.11818181818181818,611,0,37,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.5409090909090909,638,0,37,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.12272727272727273,761,0,37,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.4636363636363636,69,1,38,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.2409090909090909,364,1,38,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.4,444,1,39,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.22272727272727272,694,1,39,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.21818181818181817,748,0,39,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.2818181818181818,796,0,39,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.17727272727272728,128,1,40,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.1409090909090909,268,0,40,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.18181818181818182,321,0,40,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.4,370,0,40,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.4,480,0,40,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.22272727272727272,651,0,40,DL_MelancholicFolk_Guitar,-1,-1
55,100,1.3409090909090908,813,0,40,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.7227272727272728,246,1,41,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.4,550,1,41,DL_MelancholicFolk_Guitar,-1,-1
55,100,0.6590909090909091,735,0,41,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.18181818181818182,179,1,42,DL_MelancholicFolk_Guitar,-1,-1
63,100,0.2818181818181818,334,0,42,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.13636363636363635,545,1,42,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.6772727272727272,810,1,42,DL_MelancholicFolk_Guitar,-1,-1
63,100,0.11818181818181818,241,1,43,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.2,528,1,43,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.35909090909090907,581,0,43,DL_MelancholicFolk_Guitar,-1,-1
55,100,1.040909090909091,756,0,43,DL_MelancholicFolk_Guitar,-1,-1
55,100,0.4,364,1,44,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2409090909090909,606,1,44,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.6181818181818182,836,1,44,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1590909090909091,101,1,45,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.1409090909090909,220,0,45,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1590909090909091,584,1,45,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.8772727272727273,8,1,46,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.5818181818181818,373,1,46,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.4,515,0,46,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.9227272727272727,673,0,46,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.740909090909091,101,1,47,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.12272727272727273,276,0,47,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.2818181818181818,444,0,47,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.1409090909090909,584,0,47,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.2409090909090909,619,0,47,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.2,681,0,47,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.3,810,0,47,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.6227272727272727,48,1,48,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.4,188,0,48,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.5,413,1,48,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.1,581,0,48,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.2772727272727273,603,0,48,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.2,668,0,48,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.17727272727272728,743,0,48,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.13636363636363635,788,0,48,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.8181818181818182,96,1,49,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.11818181818181818,308,1,49,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.4409090909090909,351,0,49,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.23636363636363636,458,0,49,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.35909090909090907,651,0,49,DL_MelancholicFolk_Guitar,-1,-1
50,100,0.4590909090909091,418,1,50,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.5409090909090909,716,1,50,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1409090909090909,858,0,50,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.17727272727272728,8,1,51,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.2,48,0,51,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.11818181818181818,96,0,51,DL_MelancholicFolk_Guitar,-1,-1
51,100,1.3227272727272728,144,0,51,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.21818181818181817,448,1,51,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.17727272727272728,523,0,51,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.35909090909090907,568,0,51,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.11818181818181818,700,0,51,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.6409090909090909,801,0,51,DL_MelancholicFolk_Guitar,-1,-1
62,100,0.1590909090909091,153,1,52,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.12272727272727273,268,0,52,DL_MelancholicFolk_Guitar,-1,-1
62,100,0.18181818181818182,466,1,52,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.5409090909090909,598,0,52,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.18181818181818182,224,1,53,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.18181818181818182,308,0,53,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.35909090909090907,801,1,53,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.16363636363636364,69,1,54,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.7181818181818181,215,0,54,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.37727272727272726,391,0,54,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.12272727272727273,474,0,54,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.2590909090909091,501,0,54,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.1409090909090909,606,0,54,DL_MelancholicFolk_Guitar,-1,-1
55,100,0.1409090909090909,735,0,54,DL_MelancholicFolk_Guitar,-1,-1
55,100,0.2590909090909091,338,1,55,DL_MelancholicFolk_Guitar,-1,-1
55,100,0.21818181818181817,413,0,55,DL_MelancholicFolk_Guitar,-1,-1
50,100,0.4590909090909091,691,1,55,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.17727272727272728,75,1,56,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2,114,0,56,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.18181818181818182,179,0,56,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.6772727272727272,238,0,56,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.18181818181818182,483,1,56,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.41818181818181815,8,1,57,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.18181818181818182,114,0,57,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.2590909090909091,211,0,57,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.17727272727272728,273,0,57,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.5181818181818182,361,0,57,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.3,488,0,57,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.1409090909090909,593,0,57,DL_MelancholicFolk_Guitar,-1,-1
62,100,0.21818181818181817,325,1,58,DL_MelancholicFolk_Guitar,-1,-1
60,100,1.440909090909091,418,0,58,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.4636363636363636,796,1,58,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.3,179,1,59,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.7181818181818181,251,0,59,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.18181818181818182,453,1,59,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.4,576,0,59,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.1409090909090909,668,0,59,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.18181818181818182,703,0,59,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2818181818181818,751,0,59,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.11818181818181818,21,1,60,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1,91,0,60,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1409090909090909,131,0,60,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.4,176,0,60,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1590909090909091,263,0,60,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.1409090909090909,298,0,60,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.21818181818181817,330,0,60,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1590909090909091,426,0,60,DL_MelancholicFolk_Guitar,-1,-1
55,100,0.41818181818181815,646,1,60,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.12272727272727273,246,1,61,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.5409090909090909,541,1,61,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.7636363636363637,664,0,61,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.16363636363636364,839,0,61,DL_MelancholicFolk_Guitar,-1,-1
57,100,0.17727272727272728,61,1,62,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.2636363636363636,114,0,62,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.11818181818181818,418,1,62,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.5590909090909091,474,0,62,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.1409090909090909,603,0,62,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.759090909090909,668,0,62,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2,853,0,62,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.16363636363636364,48,1,63,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.740909090909091,188,0,63,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.16363636363636364,509,1,63,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.2772727272727273,611,0,63,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1590909090909091,286,1,64,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1409090909090909,440,0,64,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.4,502,0,64,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.35909090909090907,760,1,64,DL_MelancholicFolk_Guitar,-1,-1
51,100,1.3,35,1,65,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.13636363636363635,347,1,65,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.1409090909090909,417,0,65,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.37727272727272726,624,1,65,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.35909090909090907,760,0,65,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.16363636363636364,862,0,65,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.7,106,1,66,DL_MelancholicFolk_Guitar,-1,-1
63,100,0.18181818181818182,333,1,66,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.17727272727272728,436,0,66,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.2590909090909091,519,0,66,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.1,576,0,66,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.6818181818181818,616,0,66,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.4,792,0,66,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.2,69,1,67,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.2,127,0,67,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.12272727272727273,202,0,67,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.41818181818181815,229,0,67,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.13636363636363635,326,0,67,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.2,409,0,67,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.1,470,0,67,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.6363636363636364,546,0,67,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.17727272727272728,713,0,67,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.12272727272727273,760,0,67,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.8409090909090909,862,0,67,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.35909090909090907,413,1,69,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.1590909090909091,493,0,69,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.7818181818181819,527,0,69,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.9,826,1,69,DL_MelancholicFolk_Guitar,-1,-1
58,100,1.3772727272727272,470,1,70,DL_MelancholicFolk_Guitar,-1,-1
60,100,1.518181818181818,787,1,70,DL_MelancholicFolk_Guitar,-1,-1
60,100,1.3,0,1,72,DL_MelancholicFolk_Guitar,-1,-1
58,100,1.2227272727272727,333,1,72,DL_MelancholicFolk_Guitar,-1,-1
55,100,0.1,663,1,72,DL_MelancholicFolk_Guitar,-1,-1
62,100,1.518181818181818,83,1,73,DL_MelancholicFolk_Guitar,-1,-1
55,100,0.7,426,1,73,DL_MelancholicFolk_Guitar,-1,-1
53,100,1.518181818181818,722,1,73,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.759090909090909,286,1,74,DL_MelancholicFolk_Guitar,-1,-1
57,100,0.5181818181818182,546,1,74,DL_MelancholicFolk_Guitar,-1,-1
57,100,0.5227272727272727,695,0,74,DL_MelancholicFolk_Guitar,-1,-1
51,100,1.440909090909091,263,1,75,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.759090909090909,30,1,76,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.32272727272727275,223,0,76,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.1409090909090909,316,0,76,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.8181818181818182,514,0,76,DL_MelancholicFolk_Guitar,-1,-1
46,100,1.2818181818181817,695,0,76,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.2,119,1,77,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.17727272727272728,229,0,77,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.5590909090909091,307,0,77,DL_MelancholicFolk_Guitar,-1,-1
55,100,1.3590909090909091,449,0,77,DL_MelancholicFolk_Guitar,-1,-1
51,100,1.4181818181818182,197,1,78,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.38181818181818183,752,1,78,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.759090909090909,849,0,78,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.1590909090909091,237,1,79,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.2818181818181818,386,0,79,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.4,509,0,79,DL_MelancholicFolk_Guitar,-1,-1
46,100,1.6181818181818182,637,0,79,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.6818181818181818,220,1,80,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.2636363636363636,377,0,80,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2,440,0,80,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.1590909090909091,483,0,80,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.18181818181818182,519,0,80,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.5181818181818182,572,0,80,DL_MelancholicFolk_Guitar,-1,-1
60,100,1.1409090909090909,703,0,80,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.9181818181818182,83,1,81,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.6409090909090909,320,1,81,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.1590909090909091,475,0,81,DL_MelancholicFolk_Guitar,-1,-1
63,100,0.11818181818181818,660,0,81,DL_MelancholicFolk_Guitar,-1,-1
63,100,0.1,690,0,81,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.35909090909090907,770,0,81,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.12272727272727273,862,0,81,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.5772727272727273,30,1,82,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.21818181818181817,163,0,82,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.5227272727272727,299,0,82,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.36363636363636365,443,0,82,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.2409090909090909,540,0,82,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.4818181818181818,629,0,82,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2590909090909091,743,0,82,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.18181818181818182,805,0,82,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.7,857,0,82,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.1,193,1,83,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.13636363636363635,260,0,83,DL_MelancholicFolk_Guitar,-1,-1
62,100,0.1409090909090909,800,1,83,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.38181818181818183,92,1,84,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.3,330,1,84,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.5181818181818182,502,0,84,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2590909090909091,637,0,84,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.5818181818181818,726,0,84,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.2590909090909091,30,1,85,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.12272727272727273,100,0,85,DL_MelancholicFolk_Guitar,-1,-1
57,100,0.4818181818181818,166,0,85,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.37727272727272726,316,0,85,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.1590909090909091,417,0,85,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.2409090909090909,470,0,85,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.7772727272727272,612,0,85,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.8818181818181818,817,1,85,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.32272727272727275,136,1,86,DL_MelancholicFolk_Guitar,-1,-1
55,100,0.3181818181818182,220,0,86,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2409090909090909,339,0,86,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1409090909090909,550,1,86,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.4590909090909091,612,0,86,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.13636363636363635,810,0,86,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.1,844,0,86,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.6409090909090909,119,1,87,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.11818181818181818,286,0,87,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.5409090909090909,316,0,87,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.5772727272727273,449,0,87,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.759090909090909,633,0,87,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.6772727272727272,810,0,87,DL_MelancholicFolk_Guitar,-1,-1
57,100,0.2,87,1,88,DL_MelancholicFolk_Guitar,-1,-1
57,100,0.37727272727272726,140,0,88,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.12272727272727273,223,0,88,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.5772727272727273,273,0,88,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.7227272727272728,399,0,88,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.18181818181818182,572,0,88,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.759090909090909,624,0,88,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2772727272727273,832,1,88,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.38181818181818183,22,1,89,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2409090909090909,140,0,89,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.4,250,0,89,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.18181818181818182,343,0,89,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.5,386,0,89,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.1409090909090909,559,0,89,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.9818181818181818,637,0,89,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.5590909090909091,866,1,89,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.6409090909090909,110,1,90,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.33636363636363636,260,0,90,DL_MelancholicFolk_Guitar,-1,-1
41,100,0.2590909090909091,343,0,90,DL_MelancholicFolk_Guitar,-1,-1
57,100,0.6181818181818182,436,0,90,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.22272727272727272,585,0,90,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.3,660,0,90,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.11818181818181818,726,0,90,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1,770,0,90,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.16363636363636364,862,0,90,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.5636363636363636,26,1,91,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.1,153,0,91,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1409090909090909,286,0,91,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.5181818181818182,396,0,91,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.1590909090909091,527,0,91,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.12272727272727273,576,0,91,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.32272727272727275,606,0,91,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.13636363636363635,677,0,91,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2,707,0,91,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.9818181818181818,752,0,91,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2590909090909091,96,1,92,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2,202,0,92,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.6590909090909091,276,0,92,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1,440,0,92,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1,593,0,92,DL_MelancholicFolk_Guitar,-1,-1
57,100,0.3,783,0,92,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.6,179,1,93,DL_MelancholicFolk_Guitar,-1,-1
57,100,0.3409090909090909,453,1,93,DL_MelancholicFolk_Guitar,-1,-1
57,100,0.3409090909090909,559,0,93,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.9181818181818182,633,0,93,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.18181818181818182,113,1,94,DL_MelancholicFolk_Guitar,-1,-1
50,100,0.6227272727272727,422,1,94,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.11818181818181818,603,0,94,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.38181818181818183,540,1,95,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.2,663,0,95,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.9636363636363636,796,0,95,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.9,166,1,96,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.2772727272727273,404,1,96,DL_MelancholicFolk_Guitar,-1,-1
60,100,1.3590909090909091,470,0,96,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.7,40,1,97,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.43636363636363634,237,0,97,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.6409090909090909,373,0,97,DL_MelancholicFolk_Guitar,-1,-1
51,100,0.22272727272727272,532,0,97,DL_MelancholicFolk_Guitar,-1,-1
63,100,0.2,783,1,97,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1590909090909091,849,0,97,DL_MelancholicFolk_Guitar,-1,-1
57,100,0.1409090909090909,74,1,98,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1409090909090909,145,0,98,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.35909090909090907,216,0,98,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.11818181818181818,404,0,98,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.4590909090909091,470,0,98,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.5,629,0,98,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.3409090909090909,862,1,98,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.2,74,1,99,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.11818181818181818,197,0,99,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.33636363636363636,237,0,99,DL_MelancholicFolk_Guitar,-1,-1
62,100,0.9590909090909091,506,1,99,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.1590909090909091,0,1,100,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.12272727272727273,35,0,100,DL_MelancholicFolk_Guitar,-1,-1
51,100,2.481818181818182,157,0,100,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2,716,1,100,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.35909090909090907,810,0,100,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.3,176,1,101,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.2772727272727273,250,0,101,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.12272727272727273,333,0,101,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.4409090909090909,386,0,101,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.16363636363636364,576,0,101,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.6,629,0,101,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.5181818181818182,770,0,101,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2,43,1,102,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.2409090909090909,123,0,102,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.1590909090909091,206,0,102,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.12272727272727273,255,0,102,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.5409090909090909,286,0,102,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.2590909090909091,417,0,102,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.23636363636363636,502,0,102,DL_MelancholicFolk_Guitar,-1,-1
46,100,0.1409090909090909,553,0,102,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.3409090909090909,629,0,102,DL_MelancholicFolk_Guitar,-1,-1
58,100,0.3,716,0,102,DL_MelancholicFolk_Guitar,-1,-1
51,100,2.522727272727273,92,1,103,DL_MelancholicFolk_Guitar,-1,-1
53,100,0.2409090909090909,726,1,103,DL_MelancholicFolk_Guitar,-1,-1
60,100,0.2590909090909091,110,1,104,DL_MelancholicFolk_Guitar,-1,-1
