pitch,velocity,duration,pos,boundary,bar,instrument,song_id,velocity_bucket,duration_bucket
53,100,0.12272727272727273,364,0,3,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.32272727272727275,818,1,3,DL_Remix_Guitar,DL_Remix_Guitar,6,5
58,100,0.12272727272727273,56,1,4,DL_Remix_Guitar,DL_Remix_Guitar,6,2
58,100,0.1409090909090909,255,1,4,DL_Remix_Guitar,DL_Remix_Guitar,6,2
63,100,0.5409090909090909,532,1,4,DL_Remix_Guitar,DL_Remix_Guitar,6,9
53,100,0.2,695,1,4,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.8818181818181818,813,1,4,DL_Remix_Guitar,DL_Remix_Guitar,6,14
65,100,0.2409090909090909,263,1,5,DL_Remix_Guitar,DL_Remix_Guitar,6,4
65,100,1.3181818181818181,637,1,5,DL_Remix_Guitar,DL_Remix_Guitar,6,15
62,100,0.1590909090909091,220,1,10,DL_Remix_Guitar,DL_Remix_Guitar,6,3
69,100,0.2772727272727273,744,1,10,DL_Remix_Guitar,DL_Remix_Guitar,6,4
65,100,0.6181818181818182,457,1,13,DL_Remix_Guitar,DL_Remix_Guitar,6,10
65,100,0.22272727272727272,598,1,13,DL_Remix_Guitar,DL_Remix_Guitar,6,4
62,100,0.6227272727272727,166,1,14,DL_Remix_Guitar,DL_Remix_Guitar,6,10
62,100,0.21818181818181817,307,1,14,DL_Remix_Guitar,DL_Remix_Guitar,6,3
58,100,0.22272727272727272,862,1,14,DL_Remix_Guitar,DL_Remix_Guitar,6,4
62,100,0.21818181818181817,360,1,15,DL_Remix_Guitar,DL_Remix_Guitar,6,3
58,100,0.6409090909090909,563,1,15,DL_Remix_Guitar,DL_Remix_Guitar,6,10
53,100,0.32272727272727275,716,1,15,DL_Remix_Guitar,DL_Remix_Guitar,6,5
58,100,0.35909090909090907,162,1,16,DL_Remix_Guitar,DL_Remix_Guitar,6,6
53,100,1.018181818181818,413,1,16,DL_Remix_Guitar,DL_Remix_Guitar,6,15
60,100,1.0,822,1,16,DL_Remix_Guitar,DL_Remix_Guitar,6,15
53,100,0.1409090909090909,34,1,18,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.1409090909090909,430,1,18,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.2,474,0,18,DL_Remix_Guitar,DL_Remix_Guitar,6,3
58,100,0.4590909090909091,835,1,18,DL_Remix_Guitar,DL_Remix_Guitar,6,7
53,100,0.1409090909090909,804,1,19,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.5181818181818182,492,1,20,DL_Remix_Guitar,DL_Remix_Guitar,6,8
53,100,0.11818181818181818,725,1,20,DL_Remix_Guitar,DL_Remix_Guitar,6,2
58,100,0.35909090909090907,611,1,21,DL_Remix_Guitar,DL_Remix_Guitar,6,6
58,100,0.1,694,0,21,DL_Remix_Guitar,DL_Remix_Guitar,6,2
62,100,0.8181818181818182,770,0,21,DL_Remix_Guitar,DL_Remix_Guitar,6,13
58,100,0.6772727272727272,347,1,22,DL_Remix_Guitar,DL_Remix_Guitar,6,11
65,100,0.6409090909090909,96,1,23,DL_Remix_Guitar,DL_Remix_Guitar,6,10
58,100,0.1590909090909091,413,1,24,DL_Remix_Guitar,DL_Remix_Guitar,6,3
65,100,0.5772727272727273,127,1,25,DL_Remix_Guitar,DL_Remix_Guitar,6,9
58,100,0.2,370,1,25,DL_Remix_Guitar,DL_Remix_Guitar,6,3
65,100,0.6,725,1,25,DL_Remix_Guitar,DL_Remix_Guitar,6,10
63,100,0.9409090909090909,449,1,27,DL_Remix_Guitar,DL_Remix_Guitar,6,15
63,100,0.3409090909090909,708,1,27,DL_Remix_Guitar,DL_Remix_Guitar,6,5
63,100,0.11818181818181818,65,1,28,DL_Remix_Guitar,DL_Remix_Guitar,6,2
63,100,0.21818181818181817,119,0,28,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.18181818181818182,202,0,28,DL_Remix_Guitar,DL_Remix_Guitar,6,3
65,100,0.2,241,0,28,DL_Remix_Guitar,DL_Remix_Guitar,6,3
65,100,0.35909090909090907,739,1,28,DL_Remix_Guitar,DL_Remix_Guitar,6,6
65,100,1.0,260,1,29,DL_Remix_Guitar,DL_Remix_Guitar,6,15
65,100,0.1409090909090909,515,1,29,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.2409090909090909,553,0,29,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.1,787,1,29,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.3409090909090909,858,0,29,DL_Remix_Guitar,DL_Remix_Guitar,6,5
53,100,0.1,289,1,30,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.5363636363636364,413,1,30,DL_Remix_Guitar,DL_Remix_Guitar,6,9
53,100,0.4590909090909091,581,1,30,DL_Remix_Guitar,DL_Remix_Guitar,6,7
53,100,0.12272727272727273,760,1,30,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.2818181818181818,791,0,30,DL_Remix_Guitar,DL_Remix_Guitar,6,5
58,100,0.5227272727272727,201,1,32,DL_Remix_Guitar,DL_Remix_Guitar,6,8
53,100,0.1409090909090909,804,1,32,DL_Remix_Guitar,DL_Remix_Guitar,6,2
58,100,0.2590909090909091,836,0,32,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.38181818181818183,13,1,33,DL_Remix_Guitar,DL_Remix_Guitar,6,6
53,100,0.5590909090909091,105,0,33,DL_Remix_Guitar,DL_Remix_Guitar,6,9
53,100,0.38181818181818183,378,1,33,DL_Remix_Guitar,DL_Remix_Guitar,6,6
65,100,0.41818181818181815,461,0,33,DL_Remix_Guitar,DL_Remix_Guitar,6,7
53,100,0.4636363636363636,554,0,33,DL_Remix_Guitar,DL_Remix_Guitar,6,7
55,100,0.43636363636363634,678,1,33,DL_Remix_Guitar,DL_Remix_Guitar,6,7
55,100,0.2772727272727273,215,1,34,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.18181818181818182,321,0,34,DL_Remix_Guitar,DL_Remix_Guitar,6,3
60,100,0.16363636363636364,421,0,34,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,1.2,681,1,34,DL_Remix_Guitar,DL_Remix_Guitar,6,15
53,100,0.18181818181818182,69,1,35,DL_Remix_Guitar,DL_Remix_Guitar,6,3
65,100,0.37727272727272726,435,1,35,DL_Remix_Guitar,DL_Remix_Guitar,6,6
65,100,0.32272727272727275,738,1,35,DL_Remix_Guitar,DL_Remix_Guitar,6,5
65,100,0.11818181818181818,845,0,35,DL_Remix_Guitar,DL_Remix_Guitar,6,2
65,100,0.2590909090909091,875,0,35,DL_Remix_Guitar,DL_Remix_Guitar,6,4
63,100,0.1409090909090909,75,1,36,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.6409090909090909,311,1,36,DL_Remix_Guitar,DL_Remix_Guitar,6,10
53,100,0.8590909090909091,458,1,36,DL_Remix_Guitar,DL_Remix_Guitar,6,14
53,100,0.2590909090909091,694,1,36,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.9,756,0,36,DL_Remix_Guitar,DL_Remix_Guitar,6,14
53,100,0.1590909090909091,88,1,37,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.2590909090909091,721,1,37,DL_Remix_Guitar,DL_Remix_Guitar,6,4
63,100,0.17727272727272728,163,1,38,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.1590909090909091,518,1,38,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.1409090909090909,638,1,38,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.5409090909090909,694,0,38,DL_Remix_Guitar,DL_Remix_Guitar,6,9
58,100,0.1409090909090909,233,1,39,DL_Remix_Guitar,DL_Remix_Guitar,6,2
60,100,0.5818181818181818,431,1,40,DL_Remix_Guitar,DL_Remix_Guitar,6,9
65,100,0.2818181818181818,176,1,41,DL_Remix_Guitar,DL_Remix_Guitar,6,5
58,100,0.11818181818181818,251,0,41,DL_Remix_Guitar,DL_Remix_Guitar,6,2
58,100,0.41818181818181815,801,1,41,DL_Remix_Guitar,DL_Remix_Guitar,6,7
53,100,0.2590909090909091,31,1,42,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.18181818181818182,91,0,42,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.1409090909090909,638,1,42,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.740909090909091,791,1,42,DL_Remix_Guitar,DL_Remix_Guitar,6,12
53,100,0.42272727272727273,334,1,43,DL_Remix_Guitar,DL_Remix_Guitar,6,7
53,100,0.11818181818181818,700,1,43,DL_Remix_Guitar,DL_Remix_Guitar,6,2
65,100,0.1590909090909091,836,1,43,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.2590909090909091,13,1,44,DL_Remix_Guitar,DL_Remix_Guitar,6,4
55,100,0.2590909090909091,144,1,44,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.1409090909090909,233,0,44,DL_Remix_Guitar,DL_Remix_Guitar,6,2
55,100,0.21818181818181817,303,0,44,DL_Remix_Guitar,DL_Remix_Guitar,6,3
65,100,0.36363636363636365,399,0,44,DL_Remix_Guitar,DL_Remix_Guitar,6,6
65,100,0.22272727272727272,496,0,44,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.11818181818181818,545,0,44,DL_Remix_Guitar,DL_Remix_Guitar,6,2
65,100,0.35909090909090907,351,1,45,DL_Remix_Guitar,DL_Remix_Guitar,6,6
65,100,0.1409090909090909,461,1,45,DL_Remix_Guitar,DL_Remix_Guitar,6,2
58,100,0.6590909090909091,668,1,45,DL_Remix_Guitar,DL_Remix_Guitar,6,11
58,100,0.4772727272727273,875,1,45,DL_Remix_Guitar,DL_Remix_Guitar,6,8
58,100,0.1409090909090909,550,1,46,DL_Remix_Guitar,DL_Remix_Guitar,6,2
58,100,0.12272727272727273,619,0,46,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.8,761,1,46,DL_Remix_Guitar,DL_Remix_Guitar,6,13
53,100,0.22272727272727272,408,1,47,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.2818181818181818,804,1,47,DL_Remix_Guitar,DL_Remix_Guitar,6,5
60,100,0.2,373,1,48,DL_Remix_Guitar,DL_Remix_Guitar,6,3
57,100,0.1,703,1,48,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.12272727272727273,751,0,48,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.2409090909090909,418,1,49,DL_Remix_Guitar,DL_Remix_Guitar,6,4
58,100,0.41818181818181815,43,1,50,DL_Remix_Guitar,DL_Remix_Guitar,6,7
55,100,0.32272727272727275,364,1,50,DL_Remix_Guitar,DL_Remix_Guitar,6,5
55,100,0.41818181818181815,440,0,50,DL_Remix_Guitar,DL_Remix_Guitar,6,7
65,100,0.8818181818181818,619,1,50,DL_Remix_Guitar,DL_Remix_Guitar,6,14
53,100,0.4409090909090909,861,1,50,DL_Remix_Guitar,DL_Remix_Guitar,6,7
58,100,0.1590909090909091,144,1,51,DL_Remix_Guitar,DL_Remix_Guitar,6,3
58,100,0.9772727272727273,383,1,51,DL_Remix_Guitar,DL_Remix_Guitar,6,15
53,100,0.16363636363636364,751,1,51,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.5409090909090909,801,0,51,DL_Remix_Guitar,DL_Remix_Guitar,6,9
65,100,0.3181818181818182,40,1,52,DL_Remix_Guitar,DL_Remix_Guitar,6,5
53,100,0.35909090909090907,188,1,52,DL_Remix_Guitar,DL_Remix_Guitar,6,6
53,100,0.16363636363636364,334,1,52,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.3,386,0,52,DL_Remix_Guitar,DL_Remix_Guitar,6,5
53,100,0.21818181818181817,480,0,52,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.2,536,0,52,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.2590909090909091,646,1,52,DL_Remix_Guitar,DL_Remix_Guitar,6,4
65,100,0.2409090909090909,804,1,52,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.5,858,0,52,DL_Remix_Guitar,DL_Remix_Guitar,6,8
53,100,0.4818181818181818,373,1,53,DL_Remix_Guitar,DL_Remix_Guitar,6,8
53,100,0.23636363636363636,523,1,53,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.11818181818181818,593,0,53,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.1409090909090909,668,0,53,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.12272727272727273,751,0,53,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.1590909090909091,813,0,53,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.3409090909090909,88,1,54,DL_Remix_Guitar,DL_Remix_Guitar,6,5
53,100,0.17727272727272728,348,1,54,DL_Remix_Guitar,DL_Remix_Guitar,6,3
58,100,0.22272727272727272,541,1,54,DL_Remix_Guitar,DL_Remix_Guitar,6,4
55,100,0.2409090909090909,488,1,55,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.1590909090909091,678,1,55,DL_Remix_Guitar,DL_Remix_Guitar,6,3
58,100,0.18181818181818182,321,1,56,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.2409090909090909,466,1,56,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.9590909090909091,756,1,56,DL_Remix_Guitar,DL_Remix_Guitar,6,15
53,100,0.2,91,1,57,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.5590909090909091,141,0,57,DL_Remix_Guitar,DL_Remix_Guitar,6,9
58,100,0.1409090909090909,263,1,57,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.6,334,0,57,DL_Remix_Guitar,DL_Remix_Guitar,6,10
53,100,0.23636363636363636,633,1,57,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.2590909090909091,726,0,57,DL_Remix_Guitar,DL_Remix_Guitar,6,4
65,100,0.16363636363636364,26,1,58,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.11818181818181818,61,0,58,DL_Remix_Guitar,DL_Remix_Guitar,6,2
65,100,0.4590909090909091,88,0,58,DL_Remix_Guitar,DL_Remix_Guitar,6,7
53,100,0.22272727272727272,188,0,58,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.4,241,0,58,DL_Remix_Guitar,DL_Remix_Guitar,6,6
53,100,0.1590909090909091,458,1,58,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.3181818181818182,18,1,59,DL_Remix_Guitar,DL_Remix_Guitar,6,5
53,100,0.42272727272727273,101,0,59,DL_Remix_Guitar,DL_Remix_Guitar,6,7
53,100,0.35909090909090907,558,1,59,DL_Remix_Guitar,DL_Remix_Guitar,6,6
53,100,0.23636363636363636,788,1,59,DL_Remix_Guitar,DL_Remix_Guitar,6,4
58,100,0.18181818181818182,91,1,60,DL_Remix_Guitar,DL_Remix_Guitar,6,3
58,100,0.3181818181818182,501,1,60,DL_Remix_Guitar,DL_Remix_Guitar,6,5
58,100,0.4,633,1,60,DL_Remix_Guitar,DL_Remix_Guitar,6,6
58,100,0.1409090909090909,801,1,60,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.18181818181818182,0,1,61,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.16363636363636364,246,1,61,DL_Remix_Guitar,DL_Remix_Guitar,6,3
58,100,0.11818181818181818,105,1,62,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.5181818181818182,348,1,62,DL_Remix_Guitar,DL_Remix_Guitar,6,8
53,100,0.1409090909090909,584,1,62,DL_Remix_Guitar,DL_Remix_Guitar,6,2
63,100,0.2,4,1,63,DL_Remix_Guitar,DL_Remix_Guitar,6,3
58,100,0.4,118,1,63,DL_Remix_Guitar,DL_Remix_Guitar,6,6
58,100,0.18181818181818182,308,1,63,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.5,378,0,63,DL_Remix_Guitar,DL_Remix_Guitar,6,8
53,100,0.21818181818181817,493,1,63,DL_Remix_Guitar,DL_Remix_Guitar,6,3
63,100,0.32272727272727275,189,1,65,DL_Remix_Guitar,DL_Remix_Guitar,6,5
53,100,0.2,92,1,66,DL_Remix_Guitar,DL_Remix_Guitar,6,3
58,100,0.37727272727272726,612,1,66,DL_Remix_Guitar,DL_Remix_Guitar,6,6
53,100,0.2590909090909091,493,1,67,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.16363636363636364,553,0,67,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.11818181818181818,593,0,67,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.11818181818181818,624,0,67,DL_Remix_Guitar,DL_Remix_Guitar,6,2
58,100,0.11818181818181818,66,1,68,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.5409090909090909,686,1,68,DL_Remix_Guitar,DL_Remix_Guitar,6,9
53,100,0.1409090909090909,273,1,69,DL_Remix_Guitar,DL_Remix_Guitar,6,2
58,100,0.1409090909090909,399,1,69,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.18181818181818182,430,0,69,DL_Remix_Guitar,DL_Remix_Guitar,6,3
58,100,0.2409090909090909,470,0,69,DL_Remix_Guitar,DL_Remix_Guitar,6,4
60,100,0.1409090909090909,316,1,70,DL_Remix_Guitar,DL_Remix_Guitar,6,2
55,100,0.4818181818181818,682,1,71,DL_Remix_Guitar,DL_Remix_Guitar,6,8
58,100,0.4,800,1,71,DL_Remix_Guitar,DL_Remix_Guitar,6,6
55,100,0.22272727272727272,69,1,72,DL_Remix_Guitar,DL_Remix_Guitar,6,4
58,100,0.3409090909090909,179,1,72,DL_Remix_Guitar,DL_Remix_Guitar,6,5
65,100,0.2818181818181818,267,0,72,DL_Remix_Guitar,DL_Remix_Guitar,6,5
65,100,0.21818181818181817,876,1,72,DL_Remix_Guitar,DL_Remix_Guitar,6,3
65,100,0.18181818181818182,153,1,73,DL_Remix_Guitar,DL_Remix_Guitar,6,3
65,100,0.2,326,1,74,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.1,413,0,74,DL_Remix_Guitar,DL_Remix_Guitar,6,2
55,100,0.1590909090909091,475,0,74,DL_Remix_Guitar,DL_Remix_Guitar,6,3
65,100,0.2590909090909091,800,1,74,DL_Remix_Guitar,DL_Remix_Guitar,6,4
65,100,0.5409090909090909,0,1,75,DL_Remix_Guitar,DL_Remix_Guitar,6,9
53,100,0.11818181818181818,656,1,75,DL_Remix_Guitar,DL_Remix_Guitar,6,2
65,100,0.1590909090909091,682,0,75,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.35909090909090907,734,0,75,DL_Remix_Guitar,DL_Remix_Guitar,6,6
63,100,0.2772727272727273,303,1,76,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.22272727272727272,619,1,76,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.11818181818181818,770,1,76,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.11818181818181818,800,0,76,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.4590909090909091,836,0,76,DL_Remix_Guitar,DL_Remix_Guitar,6,7
53,100,0.33636363636363636,502,1,77,DL_Remix_Guitar,DL_Remix_Guitar,6,5
53,100,0.4,637,1,77,DL_Remix_Guitar,DL_Remix_Guitar,6,6
53,100,0.18181818181818182,729,0,77,DL_Remix_Guitar,DL_Remix_Guitar,6,3
58,100,0.35909090909090907,119,1,78,DL_Remix_Guitar,DL_Remix_Guitar,6,6
53,100,0.2772727272727273,383,1,78,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.3409090909090909,527,1,78,DL_Remix_Guitar,DL_Remix_Guitar,6,5
53,100,0.1409090909090909,703,1,78,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.7,817,1,78,DL_Remix_Guitar,DL_Remix_Guitar,6,11
53,100,0.3,106,1,79,DL_Remix_Guitar,DL_Remix_Guitar,6,5
53,100,0.3,567,1,79,DL_Remix_Guitar,DL_Remix_Guitar,6,5
53,100,0.17727272727272728,677,1,79,DL_Remix_Guitar,DL_Remix_Guitar,6,3
57,100,0.3,716,0,79,DL_Remix_Guitar,DL_Remix_Guitar,6,5
57,100,0.11818181818181818,813,0,79,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.3,157,1,81,DL_Remix_Guitar,DL_Remix_Guitar,6,5
58,100,0.22272727272727272,246,0,81,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.2590909090909091,316,0,81,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.32272727272727275,453,1,81,DL_Remix_Guitar,DL_Remix_Guitar,6,5
53,100,0.2,597,1,81,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.3,766,1,81,DL_Remix_Guitar,DL_Remix_Guitar,6,5
53,100,0.6818181818181818,26,1,82,DL_Remix_Guitar,DL_Remix_Guitar,6,11
53,100,0.1590909090909091,193,1,82,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.1,233,0,82,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.1,343,1,82,DL_Remix_Guitar,DL_Remix_Guitar,6,2
53,100,0.3181818181818182,506,1,82,DL_Remix_Guitar,DL_Remix_Guitar,6,5
53,100,0.11818181818181818,612,0,82,DL_Remix_Guitar,DL_Remix_Guitar,6,2
60,100,0.18181818181818182,770,1,82,DL_Remix_Guitar,DL_Remix_Guitar,6,3
65,100,0.1590909090909091,857,0,82,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.2409090909090909,13,1,83,DL_Remix_Guitar,DL_Remix_Guitar,6,4
65,100,0.9818181818181818,100,0,83,DL_Remix_Guitar,DL_Remix_Guitar,6,15
65,100,0.6409090909090909,739,1,85,DL_Remix_Guitar,DL_Remix_Guitar,6,10
53,100,0.3181818181818182,303,1,86,DL_Remix_Guitar,DL_Remix_Guitar,6,5
65,100,0.1,443,1,86,DL_Remix_Guitar,DL_Remix_Guitar,6,2
65,100,0.5590909090909091,585,1,86,DL_Remix_Guitar,DL_Remix_Guitar,6,9
65,100,0.17727272727272728,514,1,87,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.22272727272727272,553,0,87,DL_Remix_Guitar,DL_Remix_Guitar,6,4
53,100,0.38181818181818183,606,0,87,DL_Remix_Guitar,DL_Remix_Guitar,6,6
65,100,0.42272727272727273,773,1,87,DL_Remix_Guitar,DL_Remix_Guitar,6,7
53,100,0.5181818181818182,866,0,87,DL_Remix_Guitar,DL_Remix_Guitar,6,8
65,100,0.4818181818181818,377,1,88,DL_Remix_Guitar,DL_Remix_Guitar,6,8
70,100,0.18181818181818182,506,1,88,DL_Remix_Guitar,DL_Remix_Guitar,6,3
53,100,0.23636363636363636,832,1,88,DL_Remix_Guitar,DL_Remix_Guitar,6,4
52,100,0.7227272727272728,48,1,0,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,12
59,100,0.2,370,1,0,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,3
59,100,0.1,559,1,0,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,2
59,100,0.2,713,1,0,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,3
61,100,0.4,801,0,0,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,6
64,100,0.6181818181818182,18,1,1,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,10
61,100,0.1590909090909091,241,1,1,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,3
66,100,0.2409090909090909,299,0,1,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,4
68,100,0.3181818181818182,369,0,1,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,5
66,100,0.4818181818181818,475,0,1,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,8
66,100,0.1590909090909091,669,1,1,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,3
59,100,0.1590909090909091,744,0,1,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,3
61,100,0.3181818181818182,791,0,1,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,5
59,100,0.759090909090909,871,0,1,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,12
59,100,0.6772727272727272,193,1,2,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,11
64,100,0.21818181818181817,348,1,2,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,3
59,100,0.2409090909090909,427,0,2,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,4
64,100,0.2409090909090909,488,0,2,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,4
52,100,0.6409090909090909,541,0,2,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,10
64,100,0.1,779,1,2,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,2
64,100,0.1,849,0,2,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,2
59,100,0.2,34,1,3,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,3
61,100,0.2818181818181818,100,0,3,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,5
64,100,0.3181818181818182,176,0,3,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,5
61,100,0.35909090909090907,369,1,3,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,6
64,100,0.2,458,0,3,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,3
68,100,0.17727272727272728,537,0,3,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,3
66,100,0.2590909090909091,593,0,3,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,4
64,100,0.23636363636363636,656,0,3,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,4
61,100,0.2636363636363636,708,0,3,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,4
57,100,0.13636363636363635,810,0,3,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,2
66,100,0.8181818181818182,853,0,3,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,13
66,100,0.7,158,1,4,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,11
64,100,1.2636363636363637,334,1,4,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,15
63,100,0.1409090909090909,836,1,4,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,2
64,100,0.12272727272727273,135,1,5,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,2
52,100,0.740909090909091,163,0,5,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,12
61,100,0.4590909090909091,854,1,5,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,7
64,100,0.1409090909090909,74,1,6,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,2
64,100,0.42272727272727273,145,0,6,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,7
61,100,0.1,550,1,6,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,2
61,100,0.1,598,0,6,_tunecore_Remastered_Guitar,_tunecore_Remastered_Guitar,6,2
